Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Randomise questionnaire elements?,Question Key,Response
1,1669947703698,02/12/2022 02:21:43,1669947705042,-6,01/12/2022 20:21:45,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1669947761837,02/12/2022 02:22:41,1669947763155,-6,01/12/2022 20:22:43,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,response-1,25-35
3,1669947762137,02/12/2022 02:22:42,1669947763157,-6,01/12/2022 20:22:43,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,response-1-quantised,2
4,1669947762137,02/12/2022 02:22:42,1669947763157,-6,01/12/2022 20:22:43,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,response-gender,femenina
5,1669947762137,02/12/2022 02:22:42,1669947763157,-6,01/12/2022 20:22:43,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,response-impairment,No
6,1669947762137,02/12/2022 02:22:42,1669947763157,-6,01/12/2022 20:22:43,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,response-impairment-quantised,2
7,1669947762137,02/12/2022 02:22:42,1669947763158,-6,01/12/2022 20:22:43,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,response-native,si
8,1669947762137,02/12/2022 02:22:42,1669947763158,-6,01/12/2022 20:22:43,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,response-fluency,"Ingles, desde los 3 anos "
9,1669947762137,02/12/2022 02:22:42,1669947763158,-6,01/12/2022 20:22:43,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,response-where,mis papas
10,1669947762137,02/12/2022 02:22:42,1669947763158,-6,01/12/2022 20:22:43,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,response-aoa,0
11,1669947762137,02/12/2022 02:22:42,1669947763159,-6,01/12/2022 20:22:43,92237,21,questionnaire-enic,,25622070,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Language Background,5,Block 7-B,soundCheckPassed,No,END QUESTIONNAIRE,58117
1,1669948844001,02/12/2022 02:40:44,1669948843780,-6,01/12/2022 20:40:43,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1669948902274,02/12/2022 02:41:42,1669948902159,-6,01/12/2022 20:41:42,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,response-1,35-45
3,1669948902473,02/12/2022 02:41:42,1669948902161,-6,01/12/2022 20:41:42,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,response-1-quantised,3
4,1669948902473,02/12/2022 02:41:42,1669948902161,-6,01/12/2022 20:41:42,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,response-gender,femenino
5,1669948902473,02/12/2022 02:41:42,1669948902161,-6,01/12/2022 20:41:42,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,response-impairment,No
6,1669948902473,02/12/2022 02:41:42,1669948902161,-6,01/12/2022 20:41:42,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,response-impairment-quantised,2
7,1669948902473,02/12/2022 02:41:42,1669948902161,-6,01/12/2022 20:41:42,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,response-native,si
8,1669948902473,02/12/2022 02:41:42,1669948902161,-6,01/12/2022 20:41:42,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,response-fluency,ingles a los 17
9,1669948902473,02/12/2022 02:41:42,1669948902161,-6,01/12/2022 20:41:42,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,response-where,en casa
10,1669948902473,02/12/2022 02:41:42,1669948902162,-6,01/12/2022 20:41:42,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,response-aoa,0
11,1669948902473,02/12/2022 02:41:42,1669948902162,-6,01/12/2022 20:41:42,92237,21,questionnaire-enic,,25622178,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Language Background,5,Block 4-B,soundCheckPassed,No,END QUESTIONNAIRE,58382
1,1669949485513,02/12/2022 02:51:25,1669949485264,-5,01/12/2022 21:51:25,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1571x908,,Language Background,5,Block 2-A,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1669949784710,02/12/2022 02:56:24,1669949784342,-5,01/12/2022 21:56:24,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1554x908,,Language Background,5,Block 2-A,soundCheckPassed,No,response-1,35-45
3,1669949784843,02/12/2022 02:56:24,1669949784343,-5,01/12/2022 21:56:24,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1554x908,,Language Background,5,Block 2-A,soundCheckPassed,No,response-1-quantised,3
4,1669949784843,02/12/2022 02:56:24,1669949784343,-5,01/12/2022 21:56:24,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1554x908,,Language Background,5,Block 2-A,soundCheckPassed,No,response-gender,Femenino
5,1669949784843,02/12/2022 02:56:24,1669949784343,-5,01/12/2022 21:56:24,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1554x908,,Language Background,5,Block 2-A,soundCheckPassed,No,response-impairment,No
6,1669949784843,02/12/2022 02:56:24,1669949784343,-5,01/12/2022 21:56:24,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1554x908,,Language Background,5,Block 2-A,soundCheckPassed,No,response-impairment-quantised,2
7,1669949784843,02/12/2022 02:56:24,1669949784343,-5,01/12/2022 21:56:24,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1554x908,,Language Background,5,Block 2-A,soundCheckPassed,No,response-native,Si
8,1669949784843,02/12/2022 02:56:24,1669949784344,-5,01/12/2022 21:56:24,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1554x908,,Language Background,5,Block 2-A,soundCheckPassed,No,response-fluency,"Ingles, empece a aprenderlo a los 10 años, con fluidez a los 22"
9,1669949784843,02/12/2022 02:56:24,1669949784344,-5,01/12/2022 21:56:24,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1554x908,,Language Background,5,Block 2-A,soundCheckPassed,No,response-where,Naci y creci en Mexico
10,1669949784843,02/12/2022 02:56:24,1669949784344,-5,01/12/2022 21:56:24,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1554x908,,Language Background,5,Block 2-A,soundCheckPassed,No,response-aoa,0
11,1669949784843,02/12/2022 02:56:24,1669949784344,-5,01/12/2022 21:56:24,92237,21,questionnaire-enic,,25622214,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1554x908,,Language Background,5,Block 2-A,soundCheckPassed,No,END QUESTIONNAIRE,299080
1,1669949494448,02/12/2022 02:51:34,1669949492049,-8,01/12/2022 18:51:32,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1920x926,,Language Background,5,Block 0-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1669949551077,02/12/2022 02:52:31,1669949548726,-8,01/12/2022 18:52:28,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1905x926,,Language Background,5,Block 0-B,soundCheckPassed,No,response-1,65+
3,1669949551390,02/12/2022 02:52:31,1669949548727,-8,01/12/2022 18:52:28,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1905x926,,Language Background,5,Block 0-B,soundCheckPassed,No,response-1-quantised,6
4,1669949551390,02/12/2022 02:52:31,1669949548727,-8,01/12/2022 18:52:28,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1905x926,,Language Background,5,Block 0-B,soundCheckPassed,No,response-gender,masculino
5,1669949551390,02/12/2022 02:52:31,1669949548728,-8,01/12/2022 18:52:28,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1905x926,,Language Background,5,Block 0-B,soundCheckPassed,No,response-impairment,No
6,1669949551390,02/12/2022 02:52:31,1669949548728,-8,01/12/2022 18:52:28,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1905x926,,Language Background,5,Block 0-B,soundCheckPassed,No,response-impairment-quantised,2
7,1669949551390,02/12/2022 02:52:31,1669949548728,-8,01/12/2022 18:52:28,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1905x926,,Language Background,5,Block 0-B,soundCheckPassed,No,response-native,si
8,1669949551390,02/12/2022 02:52:31,1669949548728,-8,01/12/2022 18:52:28,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1905x926,,Language Background,5,Block 0-B,soundCheckPassed,No,response-fluency,ingles a los 19
9,1669949551390,02/12/2022 02:52:31,1669949548728,-8,01/12/2022 18:52:28,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1905x926,,Language Background,5,Block 0-B,soundCheckPassed,No,response-where,en Chile
10,1669949551390,02/12/2022 02:52:31,1669949548728,-8,01/12/2022 18:52:28,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1905x926,,Language Background,5,Block 0-B,soundCheckPassed,No,response-aoa,2
11,1669949551390,02/12/2022 02:52:31,1669949548728,-8,01/12/2022 18:52:28,92237,21,questionnaire-enic,,25622216,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1905x926,,Language Background,5,Block 0-B,soundCheckPassed,No,END QUESTIONNAIRE,56679
1,1669949739575,02/12/2022 02:55:39,1669949739388,-8,01/12/2022 18:55:39,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Language Background,5,Block 8-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1669949824764,02/12/2022 02:57:04,1669949824113,-8,01/12/2022 18:57:04,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1425x820,,Language Background,5,Block 8-B,soundCheckPassed,No,response-1,18-25
3,1669949824957,02/12/2022 02:57:04,1669949824114,-8,01/12/2022 18:57:04,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1425x820,,Language Background,5,Block 8-B,soundCheckPassed,No,response-1-quantised,1
4,1669949824957,02/12/2022 02:57:04,1669949824114,-8,01/12/2022 18:57:04,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1425x820,,Language Background,5,Block 8-B,soundCheckPassed,No,response-gender,male
5,1669949824957,02/12/2022 02:57:04,1669949824114,-8,01/12/2022 18:57:04,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1425x820,,Language Background,5,Block 8-B,soundCheckPassed,No,response-impairment,No
6,1669949824957,02/12/2022 02:57:04,1669949824114,-8,01/12/2022 18:57:04,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1425x820,,Language Background,5,Block 8-B,soundCheckPassed,No,response-impairment-quantised,2
7,1669949824957,02/12/2022 02:57:04,1669949824114,-8,01/12/2022 18:57:04,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1425x820,,Language Background,5,Block 8-B,soundCheckPassed,No,response-native,"no, ingles"
8,1669949824957,02/12/2022 02:57:04,1669949824114,-8,01/12/2022 18:57:04,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1425x820,,Language Background,5,Block 8-B,soundCheckPassed,No,response-fluency,"ingles, 3 anos"
9,1669949824957,02/12/2022 02:57:04,1669949824114,-8,01/12/2022 18:57:04,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1425x820,,Language Background,5,Block 8-B,soundCheckPassed,No,response-where,"en la casa, hablando entre la familia"
10,1669949824957,02/12/2022 02:57:04,1669949824115,-8,01/12/2022 18:57:04,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1425x820,,Language Background,5,Block 8-B,soundCheckPassed,No,response-aoa,2
11,1669949824957,02/12/2022 02:57:04,1669949824115,-8,01/12/2022 18:57:04,92237,21,questionnaire-enic,,25622237,BLIND,7588838,,complete,,6389691b1b41e30170c30eea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1425x820,,Language Background,5,Block 8-B,soundCheckPassed,No,END QUESTIONNAIRE,84727
1,1669951838757,02/12/2022 03:30:38,1669951839621,-7,01/12/2022 20:30:39,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1669951884097,02/12/2022 03:31:24,1669951884993,-7,01/12/2022 20:31:24,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,response-1,18-25
3,1669951884265,02/12/2022 03:31:24,1669951884995,-7,01/12/2022 20:31:24,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,response-1-quantised,1
4,1669951884265,02/12/2022 03:31:24,1669951884995,-7,01/12/2022 20:31:24,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,response-gender,female 
5,1669951884265,02/12/2022 03:31:24,1669951884996,-7,01/12/2022 20:31:24,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,response-impairment,No
6,1669951884265,02/12/2022 03:31:24,1669951884996,-7,01/12/2022 20:31:24,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,response-impairment-quantised,2
7,1669951884265,02/12/2022 03:31:24,1669951884996,-7,01/12/2022 20:31:24,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,response-native,si 
8,1669951884265,02/12/2022 03:31:24,1669951884996,-7,01/12/2022 20:31:24,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,response-fluency,ingles desde los 3 
9,1669951884265,02/12/2022 03:31:24,1669951884996,-7,01/12/2022 20:31:24,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,response-where,de mis padres 
10,1669951884265,02/12/2022 03:31:24,1669951884997,-7,01/12/2022 20:31:24,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,response-aoa,1
11,1669951884265,02/12/2022 03:31:24,1669951884997,-7,01/12/2022 20:31:24,92237,21,questionnaire-enic,,25622369,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Language Background,5,Block 1-B,soundCheckPassed,No,END QUESTIONNAIRE,45376
1,1669952781119,02/12/2022 03:46:21,1669952780861,-8,01/12/2022 19:46:20,92237,21,questionnaire-enic,,25622426,BLIND,7588879,,complete,,6389749a6d9f7cf71b19e077,computer,Desktop or Laptop,Windows 10,Firefox 107.0,896x504,896x415,,Language Background,5,Block 5-A,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1669952823944,02/12/2022 03:47:03,1669952823709,-8,01/12/2022 19:47:03,92237,21,questionnaire-enic,,25622426,BLIND,7588879,,complete,,6389749a6d9f7cf71b19e077,computer,Desktop or Laptop,Windows 10,Firefox 107.0,896x504,886x415,,Language Background,5,Block 5-A,soundCheckPassed,No,response-1,45-55
3,1669952824186,02/12/2022 03:47:04,1669952823711,-8,01/12/2022 19:47:03,92237,21,questionnaire-enic,,25622426,BLIND,7588879,,complete,,6389749a6d9f7cf71b19e077,computer,Desktop or Laptop,Windows 10,Firefox 107.0,896x504,886x415,,Language Background,5,Block 5-A,soundCheckPassed,No,response-1-quantised,4
4,1669952824186,02/12/2022 03:47:04,1669952823711,-8,01/12/2022 19:47:03,92237,21,questionnaire-enic,,25622426,BLIND,7588879,,complete,,6389749a6d9f7cf71b19e077,computer,Desktop or Laptop,Windows 10,Firefox 107.0,896x504,886x415,,Language Background,5,Block 5-A,soundCheckPassed,No,response-gender,masculino
5,1669952824186,02/12/2022 03:47:04,1669952823711,-8,01/12/2022 19:47:03,92237,21,questionnaire-enic,,25622426,BLIND,7588879,,complete,,6389749a6d9f7cf71b19e077,computer,Desktop or Laptop,Windows 10,Firefox 107.0,896x504,886x415,,Language Background,5,Block 5-A,soundCheckPassed,No,response-impairment,No
